sample_index,run_number,timestamp_local_iso8601,sim_time_s,state_vehicle_speed_kmh,state_beta_trucksim_deg,state_yaw_rate_trucksim_degps,state_x_m,state_y_m,state_xt_m,state_yt_m,cmd_delta1_deg,cmd_delta2_deg,cmd_delta3_deg,case_id,case_name
1,2026年09月08日_20时59分00秒_第004次,2026-09-08T20:59:00,0,40,0,0,-1.05819009496492,0,0,0,0,0,0,MV-201,step_steer_python
2,2026年09月08日_20时59分00秒_第004次,2026-09-08T20:59:00,0.001,40,0,0,-1.05819009496492,0,0,0,0,-1.30333385993099e-08,-5.51570889522796e-07,MV-201,step_steer_python
3,2026年09月08日_20时59分00秒_第004次,2026-09-08T20:59:00,0.002,40,0,4.97887843964803e-20,-1.04707898385381,0,0.0111111111111111,0,0,-2.82792782976237e-08,-1.19677905755544e-06,MV-201,step_steer_python
4,2026年09月08日_20时59分00秒_第004次,2026-09-08T20:59:00,0.003,39.9999318849472,-6.74578419361918e-11,-3.01797292768413e-05,-1.03596766823891,-7.87965761303241e-24,0.0222232241453614,0,0,-1.32181151766581e-08,-5.59390634276172e-07,MV-201,step_steer_python
5,2026年09月08日_20时59分00秒_第004次,2026-09-08T20:59:00,0.004,39.9998396000823,4.51231453732208e-08,-6.76994565976659e-05,-1.02485633552561,1.1014804481712e-09,0.0333355311920039,0,0,8.6311146443257e-09,3.65268771747863e-07,MV-201,step_steer_python
6,2026年09月08日_20时59分00秒_第004次,2026-09-08T20:59:00,0.005,39.999724535062,1.25041305013273e-07,-0.000108266655701927,-1.01374499541354,3.03203551523683e-09,0.0444479872902022,0,0,2.17723299724516e-08,9.21405004434152e-07,MV-201,step_steer_python
7,2026年09月08日_20时59分00秒_第004次,2026-09-08T20:59:00,0.006,39.9995913341138,2.38402466543539e-07,-0.000148828197878681,-1.00263367342178,5.82156658233176e-09,0.0555604913601973,0,0,2.46968780994432e-08,1.04517188116844e-06,MV-201,step_steer_python
8,2026年09月08日_20时59分00秒_第004次,2026-09-08T20:59:00,0.007,39.999443428836,3.80728414471896e-07,-0.000186524987152839,-0.991522388369914,9.39661913792861e-09,0.0666729683998693,0,0,2.05301193795735e-08,8.68834652143549e-07,MV-201,step_steer_python
9,2026年09月08日_20时59分00秒_第004次,2026-09-08T20:59:00,0.008,39.9992834632324,5.45407606873957e-07,-0.000219417836881412,-0.980411153966317,1.36410363367163e-08,0.0777853654007394,0,0,1.36111029852222e-08,5.76021878334606e-07,MV-201,step_steer_python
10,2026年09月08日_20时59分00秒_第004次,2026-09-08T20:59:00,0.009,39.9991134521208,7.24956029802528e-07,-0.000246325540209924,-0.969299979862487,1.84180900205195e-08,0.0888976467948837,0,0,8.50076644141708e-09,3.59752435800771e-07,MV-201,step_steer_python
11,2026年09月08日_20时59分00秒_第004次,2026-09-08T20:59:00,0.01,39.9989349027685,9.11687420698836e-07,-0.000266638040324064,-0.958188872387844,2.35800251475391e-08,0.100009791444028,0,0,9.18884840834285e-09,3.88872064641069e-07,MV-201,step_steer_python
